h 	 pve 	 rho 	 pge 	 pi 	 n_gamma
1.768548e-01	1.353880e-01	8.543871e-01	7.876127e-01	1.173804e-03	15	
2.666449e-01	1.084482e-01	9.874259e-01	9.576727e-01	1.092739e-03	13	
3.666618e-01	1.822159e-01	9.473499e-01	8.528739e-01	1.038238e-03	13	
1.826258e-01	1.412524e-01	8.946294e-01	8.652247e-01	1.019419e-03	15	
5.292572e-01	1.868100e-01	9.943609e-01	9.755967e-01	1.071507e-03	14	
5.037850e-01	1.656229e-01	9.999939e-01	9.999703e-01	1.048489e-03	12	
3.270753e-01	1.575195e-01	9.229929e-01	8.122939e-01	1.049958e-03	13	
2.987473e-01	1.961378e-01	9.937447e-01	9.898880e-01	1.113976e-03	13	
3.535586e-01	1.316550e-01	9.947313e-01	9.813963e-01	1.076081e-03	14	
4.359272e-01	2.114442e-01	9.186329e-01	7.494015e-01	1.080780e-03	12	
4.310881e-01	1.294384e-01	9.962179e-01	9.798153e-01	1.066097e-03	12	
4.310881e-01	1.294384e-01	9.962179e-01	9.798153e-01	1.066097e-03	12	
4.310881e-01	1.294384e-01	9.962179e-01	9.798153e-01	1.066097e-03	12	
1.434018e-01	1.316254e-01	8.253887e-01	8.065234e-01	1.057091e-03	15	
3.239232e-01	1.365397e-01	9.770423e-01	9.378248e-01	1.102446e-03	15	
3.019549e-01	1.573819e-01	9.815038e-01	9.644195e-01	1.057133e-03	16	
3.019549e-01	1.573819e-01	9.815038e-01	9.644195e-01	1.057133e-03	16	
2.517695e-01	1.259746e-01	9.363254e-01	8.443089e-01	1.039124e-03	15	
2.517695e-01	1.259746e-01	9.363254e-01	8.443089e-01	1.039124e-03	15	
2.158976e-01	1.361002e-01	9.961423e-01	9.934471e-01	9.959606e-04	16	
2.158976e-01	1.361002e-01	9.961423e-01	9.934471e-01	9.959606e-04	16	
2.784947e-01	1.875445e-01	9.094832e-01	8.369833e-01	9.497707e-04	16	
3.303948e-01	1.448165e-01	9.430396e-01	8.344801e-01	9.544883e-04	14	
3.209329e-01	1.474350e-01	8.683109e-01	6.930538e-01	9.501159e-04	11	
3.847218e-01	1.462871e-01	9.711543e-01	8.934324e-01	8.845864e-04	11	
3.131372e-01	1.739537e-01	7.955664e-01	5.479593e-01	9.037488e-04	10	
3.131372e-01	1.739537e-01	7.955664e-01	5.479593e-01	9.037488e-04	10	
3.066795e-01	1.760590e-01	9.536972e-01	8.934742e-01	8.805761e-04	11	
2.725950e-01	1.253454e-01	9.856964e-01	9.609054e-01	9.137750e-04	10	
3.444114e-01	1.759745e-01	8.567810e-01	6.577900e-01	8.839336e-04	9	
